"PB010","PB020","PB030","PB040","PB060","PB100","PB110","PB120","PB130","PB140","PB150","PB190","PB200","PB220A","PE010","PE020","PE040","PL030","PL035","PL015","PL020","PL025","PL040","PL050","PL060","PL070","PL072","PL100","PL110","PL120","PL130","PL140","PL150","PL160","PL170","PL180","PL190","PL210A","PL210B","PL210C","PL210D","PL210E","PL210F","PL210G","PL210H","PL210I","PL210J","PL210K","PL210L","PH010","PH020","PH030","PH040","PH050","PH060","PH070","PY020N","PY035N","PY070N","PY010G","PY020G","PY035G","PY050G","PY070G","PY080G","PY090G","PY100G","PY110G","PY120G","PY130G","PY140G","PY200G","PM005","PM010","PM020","PM030","PM035","PM040","PM050","PM060","PM070","PM080","PM090","PM100","PX030","PX040","PX020","PX050","PX010"
"2005","SE",688461,722.128378378378,"1259.87","4","2005","60","2",1963,"2","2","2","SE","2","NA","5","2","NA","NA","NA","NA","3","3","NA","0","0","NA",,"NA","13","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","3","2","NA","2","NA",0,0,0,4560,0,263,8881,0,0,4680,0,0,1084,0,0,1,"1219.14","NA","NA","NA","NA","NA","1","1","NA","1","NA","NA",68846,"2",41,"4","9.1243"
"2005","SE",688462,722.128378378378,"1319.57","2","2005","60","4",1969,"1","2","2","SE","2","NA","3","1","NA","NA","NA","NA","NA","7","20","8","0","NA","f","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","NA","NA","NA","NA",0,0,0,12228,0,132,0,0,0,0,0,0,0,0,0,1,"635.96","NA","NA","1941","NA","NA","1","NA","NA","NA","NA","3",68846,"2",35,"2","9.1243"
"2005","SE",688541,722.128378378378,"NA","3","2005","60","3",1950,"2","2","3","SE","1","NA","5","2","NA","NA","2","NA","NA","5","NA","0","0","NA","l-n","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","2","NA",247,0,0,3511,0,0,0,0,0,0,0,0,0,0,0,1,"638.125","NA","NA","NA","NA","NA","3","NA","NA","NA","NA","NA",68854,"2",54,"3","9.1243"
"2005","SE",688542,722.128378378378,"NA","4","2005","75","4",1950,"1","1","3","SE","2","NA","3","1","NA","1","NA","NA","3","3","40","12","0","2","k","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA",0,1456,0,26491,8,1265,1,0,0,0,0,0,0,0,0,1,"296.15","1","1949","1925","NA","NA","NA","NA","NA","NA","NA","4",68854,"2",54,"3","9.1243"
"2005","SE",688543,722.128378378378,"1181.08","4","2005","65","1",1988,"1","1","2","SE","2","NA","2","4","NA","NA","2","NA","NA",,"NA","0","0","10",,"NA","12","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","3","2","NA","2","NA",0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,"NA","NA","1925","NA","NA","NA","NA","NA","NA","NA","NA","NA",68854,"3",16,"3","9.1243"
"2005","SE",688731,722.128378378378,"1219.14","2","2005","60","3",1977,"1","1","3","SE","2","NA","3","3","NA","1","2","NA","3","7","NA","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","2","NA",0,0,0,11304,0,0,0,0,0,0,0,0,0,0,534,1,"609.57","1","NA","NA","NA","NA","NA","NA","NA","1","NA","5",68873,"2",27,"1","9.1243"
"2005","SE",688732,722.128378378378,"NA","1","2005","60","3",1975,"2","1","2","SE","2","NA","2","1","NA","NA","2","NA","NA","4","NA","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","1","NA","2","NA",0,1973,0,11457,0,0,0,0,0,0,0,0,0,0,735,1,"609.57","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA",68873,"2",29,"4","9.1243"
"2005","SE",689241,722.128378378378,"NA","4","2005","NA","4",1944,"1","2","1","SE","2","NA","3","1","NA","NA","NA","NA","3","3","20","12","0","NA",,"NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","NA","NA","NA","NA","NA",0,1216,0,39601,0,0,0,0,0,0,0,0,0,0,0,1,"585.795","1","1925","NA","NA","5","NA","1","NA","NA","NA","NA",68924,"3",60,"NA","9.1243"
"2005","SE",689242,722.128378378378,"1169.49","4","2005","65","2",1950,"2","5","3","SE","1","NA","5","1","NA","NA","2","NA","3","3","NA","12","0","NA","g","4","13","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","3","2","NA","2","NA",0,263,0,21141,0,921,0,0,0,0,0,0,0,0,0,1,"390.53","NA","NA","NA","NA","5","1","1","NA","NA","NA","NA",68924,"2",54,"1","9.1243"
"2005","SE",689243,722.128378378378,"1184.6","3","2005","60","2",1974,"1","1","3","SE","2","5","3","1","NA","NA","NA","NA","3","3","34","12","0","NA","g","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","NA","2","NA","NA","NA",0,0,0,30189,0,713,0,0,0,0,0,0,0,0,0,1,"1051.93","1","NA","1948","NA","2","1","NA","NA","NA","NA","5",68924,"3",30,"1","9.1243"
"2005","SE",689341,722.128378378378,"1219.14","3","2005","70","3",1952,"2","5","1","SE","2","NA","3","1","NA","NA","NA","NA","3","5","40","0","12","NA","l-n","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","NA","NA",172,0,0,20238,0,0,0,0,0,0,0,0,0,0,0,1,"NA","NA","NA","1936","NA","NA","1","1","NA","NA","NA","3",68934,"2",52,"4","9.1243"
"2005","SE",689342,722.128378378378,"1184.6","3","2005","60","4",1938,"1","2","2","SE","2","NA","1","5","NA","NA","NA","NA","3",,"40","12","12","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","3","NA","NA","2","NA",0,0,0,0,0,0,0,0,0,0,30496,0,0,0,0,1,"607.5","1","NA","NA","NA","2","NA","2","NA","NA","NA","NA",68934,"2",66,"4","9.1243"
"2005","SE",689451,722.128378378378,"NA","3","2005","50","3",1980,"1","1","1","SE","2","NA","5","4","NA","NA","2","NA","NA",,"NA","0","0","NA",,"NA","13","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA",0,241,0,0,0,263,0,0,0,0,0,0,0,0,5876,1,"NA","NA","NA","NA","NA","1","1","NA","NA","NA","NA","NA",68945,"2",24,"4","9.1243"
"2005","SE",689452,722.128378378378,"NA","2","2005","65","2",1945,"1","4","1","SE","2","NA","3","2","NA","NA","2","NA","NA","3","NA","12","0","NA","a","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","1","NA","2","NA","NA","NA",4,0,0,16222,0,132,0,0,0,0,4150,0,0,0,0,1,"1200.05","1","1941","1927","NA","2","2","NA","NA","NA","NA","NA",68945,"2",59,"1","9.1243"
"2005","SE",689453,722.128378378378,"1188.94","4","2005","85","2",1941,"2","4","1","SE","2","NA","1","2","NA","NA","2","NA","NA",,"NA","6","0","NA","a","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","NA","NA","NA","NA",0,0,0,11407,0,0,0,0,0,0,0,0,0,0,0,1,"1276.25","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","5",68945,"2",63,"1","9.1243"
"2005","SE",689541,722.128378378378,"1245.39","3","2005","60","3",1980,"1","1","3","SE","2","NA","4","3","NA","NA","2","NA","3",,"NA","11","0","NA",,"NA","NA","2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","3","NA","NA","2","1",0,0,0,17182,0,0,0,0,0,0,0,0,0,0,1851,1,"NA","NA","NA","1934","NA","1","NA","NA","NA","NA","NA","NA",68954,"3",24,"3","9.1243"
"2005","SE",689542,722.128378378378,"1276.25","2","2005","75","2",1949,"1","2","1","SE","2","NA","1","1","NA","NA","NA","NA","NA","7","40","0","0","NA",,"NA","13","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","2","3","2","NA",0,0,0,22476,3013,0,0,0,0,0,0,0,0,0,0,1,"314.9675","NA","NA","1931","NA","NA","2","NA","71","NA","NA","5",68954,"3",55,"1","9.1243"
"2005","SE",689543,722.128378378378,"1184.35","2","2005","55","1",1951,"2","2","2","SE","2","NA","3","2","NA","NA","2","NA","3","5","NA","0","0","NA","l-n","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","3","1","NA","NA","NA",0,0,0,18886,20,0,0,0,0,0,0,0,0,0,0,1,"NA","NA","NA","1948","NA","NA","1","NA","NA","NA","NA","NA",68954,"2",53,"NA","9.1243"
"2005","SE",689771,722.128378378378,"NA","3","2005","90","2",1973,"2","1","1","SE","2","NA","5","1","NA","NA","NA","NA","3","2","32","12","0","NA","l-n","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","1","NA","NA","2","NA",0,0,0,22460,0,0,-11,0,0,1640,0,0,0,0,0,1,"394.8667","NA","1936","1925","NA","1","NA","1","NA","NA","NA","4",68977,"3",31,"1","9.1243"
"2005","SE",689772,722.128378378378,"NA","1","2005","60","2",1979,"1","1","1","SE","NA","NA","5",,"NA","1","NA","NA","3",,"40","12","0","NA",,"NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","NA","2","NA",0,0,0,16612,0,702,0,0,0,0,0,0,0,0,9819,1,"394.8667","1","1936","1950","NA","NA","1","2","NA","NA","NA","5",68977,"3",25,"1","9.1243"
"2005","SE",689801,722.128378378378,"NA","1","2005","75","3",1973,"1","1","3","SE","2","NA","5","1","NA","NA","NA","NA","3","3","40","0","0","NA","g","NA","13","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","1","3","2","NA","NA","NA",0,0,0,30517,379,2154,0,0,0,0,0,0,0,0,0,1,"1169.49","1","1925","1938","NA","3","1","1","NA","NA","NA","NA",68980,"2",31,"1","9.1243"
"2005","SE",689802,722.128378378378,"NA","3","2005","60","4",1974,"2","5","1","SE","2","5","3","1","NA","1","2","NA","3","8","NA","12","0","NA",,"NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","3","NA","NA","2","NA",195,263,0,8626,0,0,0,0,0,5411,0,0,0,0,0,1,"1171.59","NA","NA","NA","NA","NA","2","NA","NA","1","NA","NA",68980,"3",30,"1","9.1243"
"2005","SE",689901,722.128378378378,"NA","3","2005","60","2",1960,"2","5","3","SE","2","NA","3","2","NA","NA","NA","NA","NA","9","NA","12","0","NA",,"NA","13","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","1","NA","NA","NA","8",0,0,0,22628,0,0,0,0,0,0,0,0,0,0,0,1,"584.745","NA","1939","1942","NA","1","NA","1","NA","NA","NA","5",68990,"2",44,"3","9.1243"
"2005","SE",689902,722.128378378378,"NA","1","2005","NA","3",1951,"1","2","2","SE","2","NA","3","1","NA","NA","NA","NA","NA","3","40","12","0","NA",,"NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","3","2","NA","2","8",0,0,0,13677,0,0,0,0,0,24886,0,0,0,0,0,1,"607.5","1","NA","1943","NA","NA","NA","NA","NA","1","23","5",68990,"3",53,"3","9.1243"
"2005","SE",690001,722.128378378378,"1276.25","3","2005","45","3",1972,"2","1","1","SE","2","NA","3","1","NA","NA","NA","NA","3","8","32","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","1","3","2","NA","NA","NA",0,1261,0,23076,0,0,0,0,0,0,0,0,0,0,0,1,"423.9733","NA","1925","1936","NA","1","1","NA","NA","1","NA","NA",69000,"2",32,"2","9.1243"
"2005","SE",690002,722.128378378378,"1169.49","4","2005","65","1",1966,"1","1","1","SE","2","NA","4","1","NA","1","NA","NA","3","2","NA","12","0","NA",,"NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","2","NA","2","NA",0,0,0,50112,0,0,0,0,0,0,0,0,0,0,0,1,"585.795","NA","1925","1925","NA","NA","NA","NA","NA","NA","NA","4",69000,"2",38,"1","9.1243"
"2005","SE",690061,722.128378378378,"1181.08","3","2005","50","3",1984,"1","1","1","SE","2","NA","3","3","NA","NA","NA","NA","1",,"NA","1","1","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","1","NA","NA","2","NA",0,0,0,369,0,0,0,0,0,469,0,0,0,0,0,1,"NA","NA","NA","NA","NA","1","NA","1","NA","NA","NA","NA",69006,"2",20,"4","9.1243"
"2005","SE",690062,722.128378378378,"1184.35","2","2005","60","4",1963,"2","1","1","SE","2","NA","2","3","NA","NA","2","NA","NA",,"32","6","0","NA",,"NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA",0,0,0,901,0,0,0,0,0,13722,0,0,242,0,0,1,"1169.49","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA",69006,"3",41,"2","9.1243"
"2005","SE",690161,722.128378378378,"1173.25","4","2005","60","3",1944,"2","2","2","SE","2","NA","1","6","NA","NA","2","NA","NA","5","NA","12","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","1","2","NA","2","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,14808,0,1,"NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","5",69016,"3",60,"1","9.1243"
"2005","SE",690162,722.128378378378,"1319.57","2","2005","40","2",1943,"1","2","1","SE","2","NA","1","1","NA","NA","NA","NA","3","8","38","12","0","16","b-e","NA","13","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","NA","NA","NA","1","NA",0,263,0,25937,43,0,1134,0,0,0,0,0,0,0,0,1,"NA","NA","1943","NA","NA","NA","2","NA","NA","1","NA","NA",69016,"2",61,"1","9.1243"
"2005","SE",690163,722.128378378378,"NA","3","2005","60","1",1971,"1","2","2","SE","2","NA","3","1","NA","NA","NA","NA","3","5","45","0","0","NA",,"NA","12","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","1","NA","1","NA",0,0,0,37596,4878,0,0,0,0,0,0,0,0,0,0,1,"607.5","NA","NA","1925","NA","4","5","2","NA","NA","NA","4",69016,"2",33,"NA","9.1243"
"2005","SE",690171,722.128378378378,"1169.49","2","2005","60","4",1964,"2","2","1","SE","2","5","5","1","NA","1","2","NA","NA","2","NA","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","1","NA","NA","2","2","NA",2565,263,0,17223,0,0,0,0,0,0,0,0,0,0,0,1,"1271.92","NA","NA","NA","NA","NA","NA","NA","NA","6","NA","2",69017,"2",40,"3","9.1243"
"2005","SE",690172,722.128378378378,"1171.59","1","2005","70","1",1970,"1","2","2","SE","2","NA","3","1","NA","NA","2","NA","NA","8","NA","0","12","NA","b-e","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","1","6",0,263,0,4852,0,0,0,0,0,183,0,0,0,0,0,1,"1111.5","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",69017,"2",34,"4","9.1243"
"2005","SE",690791,722.128378378378,"1169.49","3","2005","75","2",1949,"2","1","2","EU","2","NA","5","1","NA","NA","NA","NA","2","2","40","12","0","NA",,"4","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","2","NA",0,0,0,134021,0,526,0,0,0,0,0,0,0,0,0,1,"622.695","NA","1925","1957","NA","NA","NA","1","NA","6","NA","5",69079,"2",55,"4","9.1243"
"2005","SE",690792,722.128378378378,"1171.59","4","2005","65","2",1947,"1","2","3","SE","2","NA","1","3","NA","NA","NA","NA","1","7","NA","7","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA",0,0,0,0,0,0,0,0,0,18640,0,0,0,0,0,1,"557.98","1","NA","1925","NA","NA","1","NA","42","NA","NA","NA",69079,"3",57,"3","9.1243"
"2005","SE",690793,722.128378378378,"1276.25","4","2005","55","3",1983,"1","1","3","SE","2","NA","4","4","NA","NA","2","NA","NA",,"30","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","1","1","1","NA","2","NA",0,1366,0,12536,0,280,0,0,0,0,0,0,0,0,4119,1,"1215","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5",69079,"2",21,"2","9.1243"
"2005","SE",691371,722.128378378378,"1184.35","3","2005","75","3",1954,"2","2","1","SE","2","NA","5","2","NA","NA","2","NA","NA",,"NA","12","0","NA",,"NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","3","NA","NA","NA","1",0,0,0,18480,0,0,0,0,0,0,0,0,0,0,0,1,"NA","1","1942","NA","NA","NA","NA","NA","NA","1","NA","NA",69137,"2",50,"1","9.1243"
"2005","SE",691372,722.128378378378,"1215","3","2005","NA","4",1954,"1","1","3","SE","2","NA","2","1","NA","NA","NA","NA","NA","8","40","12","0","NA","i","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","3","2","NA","2","NA",0,0,0,38523,0,0,-1730,0,0,0,0,0,0,0,0,1,"562.495","1","NA","1936","NA","NA","NA","NA","NA","NA","NA","5",69137,"3",50,"3","9.1243"
"2005","SE",691501,722.128378378378,"1319.57","4","2005","60","1",1976,"2","2","1","Other","2","NA","3","1","NA","NA","2","NA","NA","5","NA","0","0","NA",,"4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","1","2","2","NA","2","NA",0,0,0,6893,0,0,0,0,0,0,0,0,0,0,0,1,"592.3","1","NA","NA","NA","NA","5","1","NA","NA","34","NA",69150,"3",28,"1","9.1243"
"2005","SE",691502,722.128378378378,"NA","4","2005","60","4",1976,"1","1","1","SE","2","NA","3","1","NA","NA","NA","NA","NA","8","30","2","0","NA","b-e","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","2","NA","2","3",0,0,0,28207,180,395,0,0,0,0,0,0,0,0,3313,1,"1171.59","NA","NA","NA","NA","NA","NA","NA","51","NA","NA","4",69150,"3",28,"3","9.1243"
"2005","SE",691871,722.128378378378,"1181.08","2","2005","NA","2",1970,"2","1","3","SE","1","NA","3","1","NA","NA","2","NA","3","3","NA","0","0","NA","g","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","3","2","NA","NA","NA",0,0,0,15451,2482,0,0,0,0,0,0,0,521,0,0,1,"394.8667","1","NA","NA","NA","5","NA","1","NA","2","NA","NA",69187,"2",34,"1","9.1243"
"2005","SE",691872,722.128378378378,"NA","3","2005","90","3",1968,"1","2","3","SE","2","NA","3","1","NA","1","NA","NA","3","7","NA","12","12","NA",,"NA","13","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","2","NA","2","NA",0,0,0,17855,0,1279,0,0,0,10270,0,0,3838,0,0,1,"374.9967","1","NA","1938","NA","NA","NA","NA","NA","6","NA","1",69187,"3",36,"1","9.1243"
"2005","SE",691901,722.128378378378,"1219.14","3","2005","90","3",1964,"2","2","3","SE","2","NA","4","4","NA","1","NA","NA","NA",,"60","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","3","NA","6","NA","NA",59,0,0,15572,0,0,0,0,0,0,0,0,0,0,0,1,"NA","1","1932","NA","NA","NA","2","NA","NA","NA","NA","NA",69190,"2",40,"1","9.1243"
"2005","SE",691902,722.128378378378,"1184.6","3","2005","90","3",1970,"1","1","1","SE","2","NA","3","2","NA","NA","NA","NA","2","3","40","0","0","24","g","NA","13","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","NA","NA","NA","2","NA",0,460,0,29602,0,0,0,0,0,0,0,0,259,0,0,1,"1271.92","NA","1925","1932","NA","4","3","NA","83","NA","61","NA",69190,"2",34,"1","9.1243"
"2005","SE",691941,722.128378378378,"1271.92","1","2005","45","1",1972,"2","2","2","SE","2","NA","5","1","NA","1","NA","NA","NA","2","30","0","0","NA",,"NA","13","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","2","NA","2","NA","NA","NA",0,0,0,0,0,0,0,0,0,6726,0,0,0,0,16615,1,"609.57","1","1946","1952","NA","5","NA","NA","NA","NA","NA","5",69194,"2",32,"1","9.1243"
"2005","SE",691942,722.128378378378,"NA","3","2005","50","1",1966,"1","2","3","SE","2","NA","3","1","NA","NA","NA","NA","3","3","38","12","0","NA","o","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","3","NA","NA","NA","NA",0,1040,0,26815,642,0,0,0,0,0,0,0,1070,0,0,1,"1124.99","1","1947","NA","NA","2","NA","NA","NA","NA","NA","5",69194,"2",38,"1","9.1243"
"2005","SE",692321,722.128378378378,"1271.92","2","2005","NA","4",1986,"1","1","2","SE","2","3","2","4","NA","2","NA","NA","3",,"45","0","0","NA",,"NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","2","1","NA","NA","NA",0,0,0,2322,0,0,0,0,0,0,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",69232,"3",18,"1","9.1243"
"2005","SE",692322,722.128378378378,"1259.87","1","2005","60","3",1958,"2","2","1","SE","2","3","3","1","NA","NA","2","NA","NA","9","NA","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","2","NA","NA","6",0,0,0,775,0,0,0,0,0,0,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA",69232,"2",46,"4","9.1243"
"2005","SE",692323,722.128378378378,"1212.3","1","2005","70","2",1952,"1","4","3","SE","2","NA","3","1","NA","NA","NA","NA","3","0 - 1","29","12","0","NA","h","NA","12","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","NA","NA","8",0,0,0,0,0,0,0,0,0,20808,0,0,0,0,0,1,"607.5","NA","NA","NA","NA","2","NA","NA","NA","1","NA","5",69232,"2",52,"4","9.1243"
"2005","SE",692401,722.128378378378,"1212.3","3","2005","80","3",1968,"2","1","2","SE","1","NA",,"2","NA","1","NA","NA","3","3","NA","0","0","NA",,"4","NA","2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","2","NA","NA","NA",208,0,0,0,0,263,0,0,0,8238,0,0,10847,0,0,1,"295.27","1","1925","1925","NA","1","1","1","NA","NA","NA","NA",69240,"2",36,"NA","9.1243"
"2005","SE",692402,722.128378378378,"1171.59","1","2005","60","2",1965,"1","1","3","SE","2","NA","3","6","NA","NA","2","NA","NA","0 - 1","NA","8","0","NA",,"NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","NA","NA","NA","NA","NA",7,0,0,7822,0,0,0,0,0,0,0,0,4279,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",69240,"2",39,"3","9.1243"
"2005","SE",692521,722.128378378378,"1184.6","3","2005","65","1",1963,"1","1","2","SE","2","NA","3","1","NA","NA","2","NA","3","4","40","12","12","NA",,"NA","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","2","NA","1","NA",0,132,0,29299,0,0,0,0,0,0,0,0,0,0,0,1,"NA","1","1925","NA","NA","NA","NA","NA","NA","NA","NA","4",69252,"3",41,"3","9.1243"
"2005","SE",692522,722.128378378378,"NA","4","2005","NA","3",1975,"2","4","1","SE","2","NA","3","6","NA","NA","1","NA","3","9","40","12","0","NA",,"NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","2","NA","NA","NA","NA",0,329,0,179,0,0,0,0,0,0,0,0,0,16965,1172,1,"NA","NA","NA","NA","NA","NA","1","NA","NA","6","NA","NA",69252,"2",29,"1","9.1243"
"2005","SE",692551,722.128378378378,"1271.92","3","2005","65","4",1964,"2","1","1","SE","2","NA","3","1","NA","NA","2","NA","NA","3","NA","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","1","NA","2","NA","2","NA",0,0,0,10812,146,0,0,0,0,0,2128,0,5467,0,0,1,"NA","1","NA","NA","NA","2","2","NA","NA","NA","NA","NA",69255,"2",40,"1","9.1243"
"2005","SE",692552,722.128378378378,"1219.14","1","2005","65","1",1970,"1","2","1","SE","1","NA","5","1","NA","NA","NA","NA","1","3","25","12","0","NA",,"NA","13","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","NA","2","NA",0,0,0,27596,0,0,0,0,0,0,0,0,156,0,0,1,"635.96","1","1925","1925","NA","NA","2","NA","NA","5","41","2",69255,"2",34,"1","9.1243"
