"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY081N","HY100N","HY131N","HY145N","HY170N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HY170G","HS010","HS011","HS020","HS021","HS030","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH020","HH021","HH030","HH040","HH050","HH060","HH061","HH070","HH071","HH080","HH081","HH090","HH091","HA010","HA020","HA030","HA040","HA050","HA060","HA070","HX040","HX050","HX090","HX080","HX060","HX070","HX120","HX010","R_HA030","R_HA040","R_HA050","R_HA060","R_HA070"
"2010","SE",85913,"4","2010","16",1887,-817,0,0,,,,,,,,,0,0,0,1887,0,,0,,0,145,0,,2560,,"1","NA","2","NA","NA","NA","1","1","2","1","1","1","1","1","6","753.36","1","NA","2","2","1","NA","4","NA","3","6","2","1","NA","NA","571.61","NA","1","NA","1","NA","NA","1","948102","155602","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",85916,"4","2010","12",13710,9375,0,0,,,,,,,,,0,0,0,0,0,,152,,0,47,0,,4288,,"NA","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","1506.72","1","2","2","2","2","2","1","NA","2","3","2","1","NA","637.34","518.69","NA","1","NA","1","NA","1","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",85917,"2","2010","20",37907,33446,0,0,,,,,,,,,0,0,0,193,0,,6,,0,246,0,,4215,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","5","NA","2","3","2","2","2","2","2","NA","2","6","2","1","NA","817.87","394.29","NA","1","NA","1","NA","1","1","NA","62502","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",85954,"2","2010","19",18417,13880,0,0,,,,,,,,,0,0,0,2658,0,,29,,0,0,0,,4536,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","4","753.36","3","NA","2","1","2","2","1","NA","2","3","2","1","NA","439.11","423.86","NA","1","NA","1","NA","1","1","833001","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",85955,"3","2010","11",19212,12719,0,0,,,,,,,,,0,0,0,0,0,,189,,0,178,0,,6316,,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","4","NA","3","NA","2","2","2","1","1","NA","2","6","2","1","NA","817.87","470.94","NA","1","NA","1","NA","NA","1","461201","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",85965,"4","2010","11",18205,11129,0,0,,,,,,,,,0,0,885,0,0,,1,,0,0,0,,7076,,"2","NA","1","NA","NA","NA","1","1","1","1","1","1","1","1","6","2825.1","3","NA","2","2","2","2","1","NA","3","3","1","1","NA","730.1","593.84","NA","1","NA","1","NA","1","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",85978,"4","2010","45",23730,17656,0,0,,,,,,,,,0,0,610,0,0,,1,,0,10,0,,6064,,"2","NA","2","NA","2","NA","1","1","1","1","3","1","1","1","6","1883.4","3","NA","2","1","2","2","1","NA","3","6","2","1","NA","NA","582.54","NA","1","NA","1","NA","1","NA","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",85981,"3","2010","7",19916,16036,0,0,,,,,,,,,0,0,0,3490,0,,0,,0,0,0,,3880,,"2","NA","NA","NA","NA","NA","2","1","NA","1","3","3","1","1","1","2354.25","3","NA","2","2","2","2","NA","NA","2","3","2","1","360.11","NA","357.75","NA","1","NA","1","NA","2","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",85996,"3","2010","18",25347,24472,0,0,,,,,,,,,0,0,0,0,0,,1,,0,0,0,,875,,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","5","NA","3","3","2","1","2","2","1","NA","2","2","2","1","NA","360.11","485.73","NA","1","NA","1","NA","NA","1","968702","649102","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86002,"2","2010","12",33155,23274,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,9882,,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","4","659.19","2","NA","2","2","2","2","1","NA","2","5","2","1","791.03","637.34","489.78","NA","1","NA","1","NA","1","1","271501","625302","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86017,"2","2010","15",21299,14050,0,0,,,,,,,,,0,0,0,0,0,,0,,0,13,0,,7237,,"2","NA","2","NA","NA","NA","1","2","1","1","1","1","1","1","5","706.27","3","3","2","2","2","2","4","NA","2","NA","2","1","499.1","NA","555.51","NA","1","NA","1","NA","3","NA","NA","918302","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86023,"2","2010","54",21981,17788,0,0,,,,,,,,,0,0,0,2859,0,,986,,0,490,0,,3704,,"2","NA","2","NA","2","NA","NA","1","1","1","1","2","1","1","4","NA","2","NA","2","2","2","2","1","NA","2","1","2","1","NA","626.04","292.96","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86028,"4","2010","6",52615,44869,0,0,,,,,,,,,0,0,0,0,0,,24896,,0,305,0,,7441,,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","5","2354.25","3","3","2","2","2","1","1","NA","2","6","2","1","NA","817.87","941.98","NA","1","NA","1","NA","3","1","309002","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86036,"4","2010","31",31552,22226,0,0,,,,,,,,,0,0,0,0,0,,316,,0,0,0,,9326,,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","5","2354.25","3","NA","1","1","2","2","1","NA","2","4","2","1","NA","637.34","515.67","NA","1","NA","1","NA","1","1","761801","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86038,"4","2010","13",29001,18644,0,0,,,,,,,,,0,0,0,8320,0,,0,,0,0,0,,10357,,"1","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","2","2354.25","2","NA","2","2","2","1","1","NA","2","4","2","1","NA","NA","589.5","NA","1","NA","1","NA","1","NA","NA","615501","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86051,"3","2010","50",9100,5406,0,0,,,,,,,,,0,0,0,0,0,,1885,,0,103,0,,3591,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","4","1130.04","3","3","2","2","2","2","1","NA","2","2","2","1","NA","542.42","600.71","NA","1","NA","1","NA","1","NA","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86055,"4","2010","7",48757,41783,0,0,,,,,,,,,0,0,0,0,0,,286,,0,501,0,,6474,,"2","NA","2","NA","NA","NA","2","1","1","1","1","1","1","1","4","1883.4","3","NA","2","2","2","2","4","NA","2","6","2","1","NA","517.93","860.43","NA","1","NA","1","NA","1","NA","1025901","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86059,"2","2010","14",19445,15896,0,0,,,,,,,,,0,0,0,0,0,,14,,0,0,0,,3549,,"2","NA","2","NA","NA","NA","1","1","1","1","3","1","1","1","4","753.36","3","2","2","2","2","2","1","NA","2","4","2","1","470.85","637.34","385.06","NA","1","NA","1","NA","1","NA","726301","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86080,"3","2010","8",29279,27673,0,0,,,,,,,,,0,0,4512,0,0,,0,,0,0,0,,1606,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","5","1883.4","3","3","2","2","2","2","4","NA","2","3","2","1","480.27","542.42","282.98","NA","1","NA","1","NA","NA","1","435501","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86091,"3","2010","24",10461,5795,0,0,,,,,,,,,0,0,0,0,0,,31,,0,0,0,,4667,,"2","NA","1","NA","NA","NA","1","1","1","1","1","1","1","1","6","1412.55","2","2","2","2","2","2","4","NA","2","1","2","1","437.89","439.11","449.47","NA","1","NA","1","NA","1","1","NA","1012802","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86109,"2","2010","13",18592,13143,0,0,,,,,,,,,0,0,0,0,0,,85,,0,0,0,,5449,,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","4","3766.8","2","3","2","2","2","2","4","NA","2","6","2","1","NA","817.87","756.75","NA","1","NA","1","NA","1","1","NA","682002","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86121,"1","2010","11",13100,6029,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,7071,,"2","NA","2","NA","2","NA","2","1","1","1","1","1","1","1","4","1883.4","3","NA","2","2","2","2","1","NA","2","5","2","1","NA","730.1","452.11","NA","1","NA","1","NA","1","NA","898101","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86126,"4","2010","72",5371,3048,0,0,,,,,,,,,0,0,0,0,0,,2,,0,0,0,,2323,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","4","1883.4","2","1","2","2","2","2","1","NA","2","3","2","2","NA","637.34","292.68","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86153,"3","2010","6",89298,78633,0,0,,,,,,,,,0,0,0,0,0,,57160,,0,1247,0,,9418,,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","2825.1","3","NA","2","2","2","2","1","NA","2","4","2","1","NA","817.87","555.6","NA","1","NA","1","NA","1","1","1002901","1002902","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86178,"3","2010","17",7885,3676,0,0,,,,,,,,,0,0,0,0,0,,5,,0,570,0,,3639,,"2","NA","2","NA","NA","NA","1","1","2","1","1","1","1","1","5","2354.25","NA","3","2","1","2","2","1","NA","3","3","2","1","NA","NA","423.86","NA","1","NA","1","NA","1","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86189,"2","2010","10",15146,13938,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1208,,"2","NA","2","NA","NA","NA","1","1","1","1","2","1","1","1","4","NA","1","NA","2","2","2","2","1","NA","2","2","2","1","NA","NA","358.6","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86193,"3","2010","10",22044,20557,0,0,,,,,,,,,0,0,0,0,0,,34,,0,0,0,,1487,,"2","NA","2","NA","2","NA","1","1","2","1","1","1","1","1","5","2354.25","3","2","2","2","2","2","1","NA","2","5","2","1","NA","626.04","720.31","NA","1","NA","1","NA","NA","1","670601","404802","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86200,"3","2010","21",12073,10193,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1880,,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","3","6","1412.55","1","NA","2","2","2","2","1","NA","2","6","2","1","NA","517.93","538.09","NA","1","NA","1","NA","1","1","1014301","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86208,"1","2010","50",17106,10512,0,0,,,,,,,,,0,0,0,0,0,,3,,0,0,0,,6593,,"2","NA","2","NA","2","NA","1","1","2","1","1","1","1","1","5","NA","3","3","2","2","2","2","4","NA","2","5","2","1","NA","730.1","702.79","NA","1","NA","1","NA","1","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86220,"2","2010","13",19092,15302,0,0,,,,,,,,,0,0,217,0,0,,5,,0,0,0,,3790,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","2354.25","3","3","2","1","2","2","1","NA","2","6","2","1","NA","817.87","1414.62","NA","1","NA","1","NA","NA","1","556402","682002","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86244,"3","2010","30",8178,8156,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,22,,"1","NA","2","NA","NA","NA","1","1","1","1","1","1","1","3","5","NA","2","NA","1","2","2","1","4","NA","2","2","2","1","329.59","817.87","527.45","NA","1","NA","1","NA","NA","NA","441102","778702","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86247,"4","2010","13",43077,38042,0,0,,,,,,,,,0,0,0,0,0,,3360,,0,0,0,,5035,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","NA","3","3","2","2","2","1","1","NA","2","5","2","1","NA","817.87","315.47","NA","1","NA","1","NA","1","1","NA","667602","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86269,"2","2010","11",20769,15991,0,0,,,,,,,,,0,0,0,0,0,,547,,0,0,0,,4777,,"NA","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","NA","1883.4","3","NA","2","2","2","2","4","NA","2","6","2","1","NA","817.87","284.77","NA","1","NA","1","NA","1","NA","787102","911902","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86273,"4","2010","16",11989,6297,0,0,,,,,,,,,0,0,0,0,0,,12,,0,169,0,,5523,,"2","NA","2","NA","NA","NA","1","1","2","1","1","1","1","1","5","1883.4","3","NA","2","1","2","1","1","NA","2","3","1","1","550.89","517.93","376.77","NA","1","NA","1","NA","2","1","120102","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86275,"3","2010","12",61460,56319,0,0,,,,,,,,,0,0,0,0,0,,20823,,0,260,0,,4881,,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","2825.1","3","3","2","2","2","2","1","NA","2","6","2","1","376.68","NA","922.96","NA","1","NA","1","NA","1","1","10301","901202","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86311,"4","2010","31",16858,14669,0,0,,,,,,,,,0,0,0,770,0,,59,,0,0,0,,2189,,"2","NA","1","NA","NA","NA","1","1","1","1","3","1","1","1","6","1412.55","3","3","1","2","2","2","1","NA","2","2","2","1","800.44","NA","591.48","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86328,"4","2010","41",17183,13205,0,0,,,,,,,,,0,0,0,4,0,,465,,0,119,0,,3859,,"1","NA","2","NA","NA","NA","1","1","1","1","1","1","1","3","4","NA","1","2","2","2","2","2","1","NA","2","4","2","1","449.94","600.33","1005.36","NA","1","NA","1","NA","1","2","462402","356601","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86337,"2","2010","11",26911,25329,0,0,,,,,,,,,0,0,0,0,0,,0,,0,85,0,,1497,,"2","NA","2","NA","NA","NA","2","1","1","1","1","1","1","1","6","847.53","1","NA","2","2","2","2","1","NA","2","2","2","1","NA","439.11","505.6","NA","1","NA","1","NA","2","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86345,"2","2010","45",15402,12384,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,3018,,"2","NA","2","NA","NA","NA","1","1","1","1","1","3","1","1","6","NA","3","NA","2","2","2","2","1","NA","3","6","2","1","NA","NA","637.91","NA","1","NA","1","NA","1","1","120102","638002","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86358,"2","2010","12",20821,17241,0,0,,,,,,,,,0,0,0,0,0,,2,,0,0,0,,3580,,"2","NA","2","NA","2","NA","2","1","1","1","1","1","1","1","6","2542.59","3","NA","2","2","2","2","4","NA","2","4","2","1","449.94","517.93","820.22","NA","1","NA","1","NA","2","1","703902","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86365,"2","2010","17",12729,8271,0,0,,,,,,,,,0,0,0,41,0,,1,,0,0,0,,4458,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","6","2825.1","3","NA","2","2","2","2","2","NA","2","4","2","1","659.19","NA","329.69","NA","1","NA","1","NA","2","1","NA","44406","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86370,"4","2010","9",22759,19600,0,0,,,,,,,,,0,0,0,0,0,,39,,0,0,0,,3159,,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","3","2825.1","2","2","2","2","2","2","1","NA","2","6","2","1","NA","NA","690.08","NA","1","NA","1","NA","2","1","473302","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86371,"3","2010","12",25980,21145,0,0,,,,,,,,,0,0,0,0,0,,12,,0,0,0,,4835,,"2","NA","1","NA","2","NA","1","1","1","1","1","3","1","1","5","753.36","2","2","2","2","2","1","1","NA","2","2","2","1","NA","NA","800.54","NA","1","NA","1","NA","2","NA","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86379,"2","2010","24",26640,13193,0,0,,,,,,,,,0,0,0,65,0,,2,,0,642,0,,12805,,"2","NA","1","NA","NA","NA","1","1","1","1","3","1","1","1","5","941.7","2","2","2","1","2","NA","4","NA","3","6","2","1","470.85","600.33","160.18","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86384,"3","2010","40",14732,11422,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,3310,,"2","NA","2","NA","2","NA","2","1","1","1","1","3","1","1","6","988.78","2","NA","2","2","2","2","1","NA","2","4","2","1","NA","NA","941.79","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86460,"2","2010","9",34683,22985,0,0,,,,,,,,,0,0,0,0,0,,339,,0,0,0,,11697,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","5","NA","2","NA","2","2","2","2","1","NA","2","3","2","1","NA","817.87","441.09","NA","1","NA","1","NA","1","1","NA","62502","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86477,"4","2010","25",13628,9777,0,0,,,,,,,,,0,0,0,0,0,,144,,0,115,0,,3737,,"2","NA","2","NA","2","NA","1","1","2","1","3","1","1","1","4","753.36","3","1","1","2","2","2","4","NA","3","NA","2","1","NA","474.8","395.61","NA","1","NA","1","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86493,"1","2010","41",23529,16432,0,0,,,,,,,,,0,0,0,0,0,,42,,0,0,0,,7097,,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","1412.55","3","NA","2","2","2","2","2","NA","2","6","2","1","NA","637.34","456.44","NA","1","NA","1","NA","1","NA","169202","88702","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86497,"1","2010","12",14780,11570,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,3210,,"2","NA","2","NA","NA","NA","2","1","2","1","1","1","1","1","6","2542.59","3","2","2","2","2","1","1","NA","1","1","2","1","NA","730.1","0.09","NA","1","NA","1","NA","1","1","63501","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86507,"3","2010","20",602,576,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1,0,,24,,"2","NA","2","NA","NA","NA","1","1","2","1","1","1","1","1","6","753.36","2","NA","2","2","1","2","3","NA","3","6","2","1","381.29","742.53","329.69","NA","1","NA","1","NA","NA","1","697302","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86514,"2","2010","9",43709,37435,0,0,,,,,,,,,0,0,0,0,0,,2911,,0,0,0,,6274,,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","2636.76","1","NA","2","2","2","2","4","NA","2","6","2","1","NA","730.1","582.54","NA","1","NA","1","NA","2","NA","638001","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86515,"3","2010","44",33459,24917,0,0,,,,,,,,,0,0,0,0,0,,398,,0,254,0,,8288,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","5","7062.75","2","NA","2","2","2","2","4","NA","2","4","2","1","NA","NA","711.45","NA","1","NA","1","NA","1","1","757101","447702","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86519,"3","2010","17",29204,25610,0,0,,,,,,,,,0,0,0,0,0,,0,,0,6,0,,3588,,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","NA","NA","3","NA","2","1","2","1","4","NA","3","3","2","1","NA","NA","753.92","NA","1","NA","1","NA","NA","1","398602","461202","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86526,"2","2010","12",45246,42176,0,0,,,,,,,,,0,0,0,0,0,,67,,0,203,0,,2868,,"2","NA","2","NA","NA","NA","2","1","1","1","1","1","1","1","4","2825.1","3","2","2","2","2","2","3","NA","2","5","2","1","546.19","626.04","784.81","NA","1","NA","1","NA","3","1","508001","404802","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86561,"2","2010","17",16937,3099,0,0,,,,,,,,,0,0,0,0,0,,26,,0,0,0,,13838,,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","3","5","1600.89","3","1","2","1","2","1","4","NA","3","5","2","1","NA","626.04","565.11","NA","1","NA","1","NA","1","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86573,"4","2010","9",9143,8362,0,0,,,,,,,,,0,0,0,2555,0,,0,,0,0,0,,781,,"2","NA","2","NA","NA","NA","1","1","2","1","1","1","1","1","4","941.7","2","NA","2","2","2","2","1","NA","2","1","2","1","401.73","NA","357.94","NA","1","NA","1","NA","NA","NA","NA","984502","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86575,"3","2010","10",31641,26149,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,5491,,"1","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","6","3295.95","2","NA","2","2","2","2","2","NA","2","6","2","1","452.02","817.87","684.05","NA","1","NA","1","NA","1","1","911901","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86576,"1","2010","11",1612,-2941,0,0,,,,,,,,,0,0,0,1498,0,,114,,0,0,0,,4553,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","4","1883.4","2","3","2","1","2","2","4","NA","2","6","2","1","NA","439.11","474.9","NA","1","NA","1","NA","1","1","31601","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86582,"3","2010","27",25026,20818,0,0,,,,,,,,,0,0,0,0,0,,0,,0,28,0,,4180,,"2","NA","2","NA","2","NA","2","1","1","1","1","1","1","1","6","2825.1","1","NA","2","2","2","2","1","NA","3","3","2","1","555.6","474.8","540.63","NA","1","NA","1","NA","NA","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86616,"3","2010","13",50165,42349,0,0,,,,,,,,,0,0,0,0,0,,25837,,0,0,0,,7816,,"2","NA","2","NA","NA","NA","1","1","2","1","1","1","1","1","4","NA","3","3","2","2","2","2","4","NA","2","3","2","1","NA","730.1","753.45","NA","1","NA","1","NA","1","1","114801","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86627,"3","2010","15",22504,11705,0,0,,,,,,,,,0,0,0,0,0,,51,,0,0,0,,10799,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","4","941.7","3","3","2","2","2","2","4","NA","2","6","2","1","NA","817.87","822.76","NA","1","NA","1","NA","1","1","338501","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86692,"2","2010","21",24060,18990,0,0,,,,,,,,,0,0,0,0,0,,1567,,0,55,0,,5016,,"2","NA","2","NA","2","NA","2","1","1","1","1","1","1","1","4","1412.55","2","3","2","2","2","1","1","NA","2","5","2","1","NA","730.1","344.29","NA","1","NA","1","NA","1","1","524302","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86704,"3","2010","21",10551,1188,0,0,,,,,,,,,0,0,0,0,0,,731,,0,353,0,,9010,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","NA","NA","3","NA","2","2","2","2","1","NA","2","6","2","1","NA","742.53","394.29","NA","1","NA","1","NA","1","1","1002901","720002","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86715,"2","2010","14",10575,9532,0,0,,,,,,,,,0,0,0,0,0,,32,,0,133,0,,910,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","3","5","1695.06","3","NA","2","2","2","2","4","NA","3","1","2","1","NA","637.34","447.5","NA","1","NA","1","NA","2","NA","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86731,"2","2010","18",22906,19221,0,0,,,,,,,,,0,0,0,0,0,,1,,0,0,0,,3685,,"2","NA","2","NA","NA","NA","1","1","2","1","1","1","1","3","6","2825.1","3","NA","2","2","2","2","1","NA","1","4","1","1","NA","590.82","562.29","NA","1","NA","1","NA","1","1","1046901","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86745,"1","2010","19",30191,26296,0,0,,,,,,,,,0,0,0,871,0,,70,,0,6,0,,3890,,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","4","2354.25","3","NA","2","2","1","2","4","NA","3","3","2","1","NA","600.33","491","NA","1","NA","1","NA","1","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86746,"4","2010","17",19393,14702,0,0,,,,,,,,,0,0,0,0,0,,0,,0,595,0,,4097,,"2","NA","2","NA","NA","NA","1","1","2","1","2","1","1","3","4","1035.87","2","2","1","2","2","2","4","NA","2","3","2","1","NA","637.34","404.93","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86748,"4","2010","29",32688,22947,0,0,,,,,,,,,0,0,0,5,0,,579,,0,0,0,,9741,,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","2","6","2354.25","2","NA","2","1","2","2","4","NA","2","4","1","1","NA","637.34","491","NA","1","NA","1","NA","1","1","281901","14602","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86766,"4","2010","9",34173,26687,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,7486,,"2","NA","1","NA","NA","NA","1","1","1","1","1","1","1","3","5","2354.25","3","NA","2","2","2","2","4","NA","2","4","2","1","NA","730.1","756.75","NA","1","NA","1","NA","NA","NA","667601","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86772,"4","2010","19",49392,40673,0,0,,,,,,,,,0,0,0,10195,0,,0,,0,0,0,,8719,,"2","NA","2","NA","2","NA","1","1","1","1","1","1","1","1","4","753.36","3","NA","2","2","2","2","1","NA","2","6","2","1","NA","637.34","639.98","NA","1","NA","1","NA","1","1","NA","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86773,"1","2010","23",13826,12023,0,0,,,,,,,,,0,0,0,0,0,,343,,0,18,0,,1785,,"2","NA","2","NA","2","NA","1","1","1","1","1","3","1","1","5","NA","2","NA","2","2","2","2","1","NA","3","6","2","1","470.85","NA","539.78","NA","1","NA","1","NA","1","NA","534901","978401","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86779,"1","2010","15",11063,4765,0,0,,,,,,,,,0,0,0,0,0,,0,,0,189,0,,6109,,"2","NA","2","NA","NA","NA","1","1","1","1","3","1","1","1","4","NA","3","3","2","2","2","2","4","NA","3","6","2","1","NA","637.34","665.97","NA","1","NA","1","NA","NA","1","19502","NA","NA","NA","NA","1",1,,,,,,,,,,,
"2010","SE",86781,"1","2010","9",31670,18748,0,0,,,,,,,,,0,0,0,0,0,,19,,0,508,0,,12415,,"2","NA","2","NA","NA","NA","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","2","1","NA","2","5","2","1","NA","517.93","647.32","NA","1","NA","1","NA","1","1","62501","NA","NA","NA","NA","1",1,,,,,,,,,,,
