"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY081N","HY100N","HY131N","HY145N","HY170N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HY170G","HS011","HS021","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH021","HH030","HH040","HH050","HH060","HH061","HH070","HH071","HH081","HH091","HX010","HX040","HX050","HX060","HX070","HX080","HX090","HX120","HC010","HC020","HC030","HC040","HC050","HC060","HC070","HC080","HC090","HC100","HC110","HC120","HC130","HC140","HC150","HC160"
"2012","SE",79811,"4","2012","28",36378,20935,0,0,,,,,,,,,0,0,0,0,0,,202,,0,233,0,,15210,,"3","3","NA","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","2","1","2","4","1","1","NA","930.7","856.61","NA","1","1",,"2",1.5,,,,,,"2","200","1","1","1","1","1","4","4","4","NA","4","3","NA","3","NA"
"2012","SE",79829,"4","2012","27",49697,27761,0,0,,,,,,,,,0,0,0,0,0,,14,,0,251,0,,21686,,"3","3","NA","1","1","1","1","1","1","1","1","4","NA","2","3","2","1","2","2","1","2","4","2","1","753.06","1183.75","623.16","NA","1","1",,"2",1.5,,,,,,"2","167","1","1","1","1","1","4","4","4","3","NA","4","NA","3","NA"
"2012","SE",79832,"1","2012","39",134767,94999,0,0,,,,,,,,,0,0,0,0,0,,521,,0,2601,0,,37167,,"3","3","3","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","1","6","2","1","NA","1183.75","462.25","NA","1","1",,"2",1.5,,,,,,"2","200","1","1","1","1","1","4","4","4","3","1","3","NA","3","NA"
"2012","SE",79835,"2","2012","20",61299,59642,0,0,,,,,,,,,0,0,0,0,0,,14,,0,0,0,,1657,,"3","3","3","1","1","2","1","1","1","1","3","4","1661.17","2","3","2","2","2","1","4","3","6","2","1","NA","NA","297.9","NA","1","1",,"2",1.5,,,,,,"2","250","1","1","1","1","1","4","3","4","4","4","3","NA","2","NA"
"2012","SE",79856,"3","2012","51",36432,12186,0,0,,,,,,,,,0,0,0,0,0,,0,,0,515,0,,23730,,"3","3","NA","1","1","1","1","1","1","1","1","5","NA","2","2","2","2","2","2","1","2","6","2","1","NA","NA","579.53","317.84","1","1",,"2",1.5,,,,,,"2","113","1","1","1","1","1","3","2","3","3","3","4","NA","3","NA"
"2012","SE",79899,"2","2012","24",67888,41918,0,0,,,,,,,,,0,10596,0,267,0,,0,,0,948,0,,25021,,"3","3","NA","1","1","1","1","1","1","1","1","6","2214.89","3","NA","2","2","2","1","1","2","5","2","1","NA","930.7","357.93","NA","1","1",,"3",1.8,,,,,,"2","150","1","1","1","1","1","4","3","NA","4","3","3","NA","3","NA"
"2012","SE",79921,"4","2012","14",61860,54081,0,0,,,,,,,,,0,36961,0,0,0,,41,,29,399,0,,7379,,"3","3","3","1","1","1","1","1","1","1","1","4","NA","3","NA","2","2","2","2","1","2","6","2","1","786.29","930.7","833.02","NA","1","1",,"3",2,,,,,,"2","85","1","1","1","1","1","4","4","3","3","NA","3","NA","3","NA"
"2012","SE",79934,"3","2012","22",72433,59980,0,0,,,,,,,,,0,0,0,0,0,,68,,0,1454,0,,10999,,"3","3","NA","1","1","1","1","3","1","1","1","4","3322.33","3","NA","2","2","2","2","1","2","5","2","1","442.98","930.7","733.35","NA","1","1",,"3",2,,,,,,"2","97","1","1","1","1","1","4","3","4","3","4","3","NA","2","NA"
"2012","SE",79951,"3","2012","9",56863,43948,0,0,,,,,,,,,0,2297,0,0,0,,699,,0,591,0,,12324,,"3","3","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","2","5","2","1","NA","1050.19","657.38","0","1","1",,"3",2,,,,,,"2","150","1","1","1","1","1","4","2","4","3","4","NA","NA","3","NA"
"2012","SE",79955,"3","2012","10",92962,54320,0,0,,,,,,,,,0,1409,0,0,0,,429,,0,455,0,,38187,,"NA","3","NA","1","1","1","1","1","1","1","1","6","NA","2","3","2","2","2","1","1","3","6","2","1","NA","NA","477.75","NA","1","1",,"3",2,,,,,,"2","NA","1","1","1","1","1","4","4","3","4","4","4","NA","3","NA"
"2012","SE",79959,"3","2012","14",13476,7058,0,0,,,,,,,,,0,0,0,0,0,,90,,0,0,0,,6418,,"3","3","NA","1","1","1","1","1","1","1","2","5","NA","NA","NA","2","2","2","2","1","2","6","2","1","NA","1050.19","1214.76","NA","1","1",,"3",2,,,,,,"2","150","1","2","1","1","1","4","3","3","4","4","4","NA","3","NA"
"2012","SE",79978,"2","2012","20",25136,18003,0,0,,,,,,,,,0,0,0,0,0,,509,,0,201,0,,6933,,"3","3","NA","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","2","4","2","5","2","1","NA","911.54","1613.32","0","1","1",,"3",1.8,,,,,,"2","140","1","1","1","1","1","4","4","4","4","3","4","NA","3","NA"
"2012","SE",80007,"4","2012","17",35101,19906,0,0,,,,,,,,,0,1334,0,0,0,,97,,0,424,1613,,13158,,"3","3","NA","1","1","1","1","1","1","1","1","5","1882.66","3","2","2","2","2","1","4","1","4","2","1","NA","930.7","785.18","NA","1","1",,"3",1.8,,,,,,"2","80","1","1","1","1","1","2","4","4","3","4","2","NA","3","NA"
"2012","SE",80038,"2","2012","36",53396,22070,0,0,,,,,,,,,0,1656,0,0,0,,466,,15,1373,0,,29952,,"3","3","NA","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","1","1","2","6","2","1","NA","1183.75","462.25","0","1","1",,"3",2,,,,,,"2","260","1","1","1","1","1","4","4","4","4","NA","2","NA","3","NA"
"2012","SE",80051,"2","2012","11",66087,32753,0,0,,,,,,,,,0,0,0,0,0,,358,,0,299,0,,33034,,"3","3","NA","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","2","1","2","6","1","1","NA","930.7","820.73","664.47","1","1",,"3",2,,,,,,"2","200","1","1","1","2","1","4","4","3","4","3","3","NA","3","NA"
"2012","SE",80060,"2","2012","10",63436,35200,0,0,,,,,,,,,0,4758,5064,8643,7023,,0,,0,1363,0,,26873,,"3","3","NA","1","1","1","1","1","1","1","1","4","NA","3","NA","2","2","2","1","1","2","4","2","1","NA","1183.75","698.91","0","1","1",,"3",1.8,,,,,,"2","200","1","1","1","1","1","4","4","4","4","2","3","NA","3","NA"
"2012","SE",80068,"3","2012","10",194884,177909,0,0,,,,,,,,,0,0,0,0,0,,66,,0,0,0,,16975,,"3","3","NA","1","1","1","1","1","1","1","1","4","3322.33","3","NA","2","2","2","2","1","1","5","2","1","NA","NA","917.96","775.21","1","1",,"3",2,,,,,,"2","208","1","1","1","1","1","4","4","4","4","NA","2","NA","3","NA"
"2012","SE",80085,"1","2012","20",73663,66381,0,0,,,,,,,,,0,0,0,0,0,,2232,,0,1212,0,,6069,,"3","3","3","1","1","1","1","1","1","1","1","4","1107.44","3","2","2","2","2","2","1","3","6","2","1","NA","1050.19","657.38","NA","1","1",,"3",2,,,,,,"2","200","1","1","1","1","1","1","4","3","3","NA","3","NA","3","NA"
"2012","SE",80164,"3","2012","13",75601,50626,0,0,,,,,,,,,0,0,0,0,0,,96,,0,460,0,,24515,,"3","3","NA","1","1","1","1","1","1","1","1","6","NA","2","3","2","2","2","2","1","2","5","2","1","NA","1050.19","447.74","NA","1","1",,"3",2,,,,,,"2","200","1","1","1","1","1","4","4","4","3","NA","NA","NA","3","NA"
"2012","SE",80171,"3","2012","NA",124241,101531,0,0,,,,,,,,,0,0,0,0,0,,42020,,0,2940,0,,19770,,"3","3","NA","1","1","1","1","1","1","1","1","4","1107.44","3","NA","2","2","2","2","1","2","5","2","1","NA","1183.75","832.13","NA","1","1",,"3",1.8,,,,,,"2","200","1","1","1","2","1","3","4","4","3","3","4","NA","3","NA"
"2012","SE",80176,"3","2012","47",32627,17557,0,0,,,,,,,,,0,521,0,0,0,,10,,53,463,0,,14608,,"NA","3","NA","1","1","1","1","1","1","1","3","2","1107.44","3","NA","2","2","2","2","1","3","6","2","1","NA","1183.75","1112.65","NA","1","1",,"3",1.8,,,,,,"2","200","1","1","1","1","1","4","4","NA","4","NA","4","NA","3","NA"
"2012","SE",80179,"2","2012","12",58592,42061,0,0,,,,,,,,,0,0,0,0,0,,1582,,0,0,0,,16531,,"3","3","NA","1","1","1","3","1","1","1","1","5","NA","3","NA","2","2","2","2","1","2","6","2","1","NA","1183.75","486.17","0","1","1",,"3",1.8,,,,,,"1","200","1","1","1","1","1","4","4","3","4","4","4","NA","3","NA"
"2012","SE",80182,"4","2012","14",25315,14695,0,0,,,,,,,,,0,2180,0,0,0,,2,,4,396,0,,10224,,"3","3","NA","1","1","1","1","1","1","1","1","4","1107.44","3","NA","2","2","2","2","1","2","5","1","1","NA","1183.75","982.97","0","1","1",,"3",1.8,,,,,,"2","97","1","1","1","1","1","4","4","4","3","NA","4","NA","3","NA"
"2012","SE",80185,"2","2012","22",28422,19157,0,0,,,,,,,,,0,1255,0,0,0,,458,,145,2464,0,,6800,,"NA","3","NA","1","1","1","1","1","1","1","1","4","5537.22","3","NA","2","2","2","2","1","2","4","2","1","1296.82","1183.75","335","NA","1","1",,"3",1.8,,,,,,"2","360","1","1","1","1","1","4","4","4","3","4","3","NA","3","NA"
"2012","SE",80205,"3","2012","58",38938,28348,0,0,,,,,,,,,0,918,0,0,0,,910,,41,969,0,,9620,,"3","3","3","1","1","1","1","1","1","1","1","6","1661.17","3","NA","2","2","2","1","2","1","6","2","1","NA","1050.19","1402.36","0","1","1",,"3",2,,,,,,"2","140","1","1","1","1","1","4","4","4","3","NA","4","NA","3","NA"
"2012","SE",80233,"2","2012","35",32038,17252,0,0,,,,,,,,,0,13648,0,0,0,,15,,11,506,0,,14279,,"NA","3","NA","1","1","1","1","1","1","1","1","5","NA","3","3","2","2","2","2","1","1","4","2","1","NA","NA","477.75","NA","1","1",,"3",1.8,,,,,,"2","54","1","1","1","1","1","4","3","3","3","4","NA","NA","3","NA"
"2012","SE",80236,"3","2012","13",85393,66259,0,0,,,,,,,,,0,560,0,0,679,,480,,4,1749,0,,17386,,"NA","3","NA","1","1","2","1","1","1","1","1","6","2491.75","3","NA","2","2","2","2","1","2","4","2","1","NA","687.17","505.11","0","1","1",,"3",2,,,,,,"2","85","1","1","1","1","1","3","4","4","3","3","3","NA","3","NA"
"2012","SE",80239,"3","2012","18",60238,44536,0,0,,,,,,,,,0,2685,0,0,0,,17889,,280,643,0,,15059,,"3","3","NA","1","1","1","1","1","1","1","3","6","1107.44","3","3","2","2","1","2","4","2","3","2","1","NA","1183.75","982.97","NA","1","1",,"3",1.8,,,,,,"2","97","1","1","1","1","1","4","4","3","4","NA","3","NA","3","NA"
"2012","SE",80248,"2","2012","19",119909,104946,0,0,,,,,,,,,0,0,0,0,0,,1482,,0,1740,0,,13223,,"3","3","NA","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","1","1","2","6","2","1","NA","1183.75","335","0","1","1",,"3",2,,,,,,"2","107","1","1","1","1","1","3","4","4","4","4","3","NA","3","NA"
"2012","SE",80252,"3","2012","18",38621,12153,0,0,,,,,,,,,0,974,0,0,0,,296,,0,3427,0,,23041,,"3","3","3","1","1","1","1","1","1","1","1","6","2768.61","3","NA","2","2","2","2","1","2","5","2","1","NA","1183.75","477.75","775.21","1","1",,"3",1.8,,,,,,"2","NA","1","1","1","1","1","4","3","4","1","3","4","NA","3","NA"
"2012","SE",80259,"2","2012","13",21201,14533,0,0,,,,,,,,,0,1357,0,0,0,,338,,139,153,0,,6516,,"3","3","3","1","1","1","1","1","1","1","1","4","NA","3","NA","2","2","2","2","1","1","6","2","1","NA","930.7","1331.26","0","1","1",,"3",1.8,,,,,,"2","250","1","1","1","1","1","4","4","3","1","4","3","NA","3","NA"
"2012","SE",80263,"2","2012","29",62183,56507,0,0,,,,,,,,,0,947,0,0,0,,266,,8,174,0,,5502,,"3","3","NA","1","1","1","1","1","1","1","1","6","996.7","3","NA","2","2","2","1","1","3","6","2","1","664.47","634.23","785.18","NA","1","1",,"3",1.8,,,,,,"2","270","1","1","1","1","1","3","4","4","3","3","3","NA","3","NA"
"2012","SE",80264,"3","2012","40",94082,78322,0,0,,,,,,,,,0,0,0,0,0,,137,,0,540,0,,15220,,"3","3","NA","1","1","1","1","1","1","1","1","4","NA","3","NA","2","2","2","2","1","1","4","2","1","NA","1183.75","917.96","NA","1","1",,"3",2,,,,,,"2","210","1","1","2","1","1","2","3","4","NA","NA","4","NA","3","NA"
"2012","SE",80272,"3","2012","51",63433,29101,0,0,,,,,,,,,0,475,0,0,0,,0,,13,0,0,,34332,,"3","3","3","1","1","1","1","1","1","1","1","5","1107.44","3","1","1","1","2","2","4","2","2","2","1","NA","NA","443.2","73.83","1","1",,"3",2,,,,,,"2","180","1","2","1","1","1","4","3","4","3","4","3","NA","3","NA"
"2012","SE",80303,"3","2012","25",44611,39064,0,0,,,,,,,,,0,2407,0,0,5349,,0,,0,202,0,,5344,,"3","3","NA","1","1","1","1","1","1","1","1","4","2768.61","3","NA","2","2","2","2","2","2","4","2","1","NA","930.7","1613.32","0","1","1",,"3",1.6,,,,,,"2","120","1","1","2","1","1","4","4","4","1","NA","4","NA","3","NA"
"2012","SE",80311,"2","2012","40",44032,18225,0,0,,,,,,,,,0,0,0,0,0,,89,,0,2003,0,,23804,,"3","3","NA","1","1","1","1","1","1","1","1","6","885.96","NA","NA","2","2","2","2","1","2","4","2","1","NA","1050.19","952.73","0","1","1",,"3",2,,,,,,"2","120","1","1","1","1","1","4","4","3","3","4","3","NA","3","NA"
"2012","SE",80341,"2","2012","28",85978,56450,0,0,,,,,,,,,0,893,0,0,0,,123,,0,544,0,,28984,,"NA","3","NA","1","1","1","1","1","1","1","1","4","NA","3","NA","2","2","2","2","1","2","5","2","1","NA","930.7","1090.17","NA","1","1",,"3",2,,,,,,"2","250","1","1","1","1","1","4","4","4","4","3","2","NA","3","NA"
"2012","SE",80358,"1","2012","16",40379,32982,0,0,,,,,,,,,0,0,0,0,0,,1102,,0,276,0,,7121,,"3","3","NA","1","1","1","1","1","1","1","1","6","885.96","2","NA","2","2","2","2","4","2","6","2","1","NA","930.7","900.35","0","1","1",,"3",2,,,,,,"2","170","1","1","1","1","1","3","4","4","4","4","4","NA","3","NA"
"2012","SE",80359,"4","2012","30",82127,71972,0,0,,,,,,,,,0,0,0,0,0,,509,,0,0,0,,10155,,"NA","3","3","1","1","1","1","1","1","1","1","4","885.96","2","NA","2","2","2","2","1","2","5","2","1","NA","1183.75","1090.17","NA","1","1",,"3",2,,,,,,"2","225","1","1","1","1","1","4","4","4","4","4","3","NA","3","NA"
"2012","SE",80397,"2","2012","27",56011,43040,0,0,,,,,,,,,0,1508,0,0,0,,424,,14,474,0,,12497,,"3","3","3","1","1","1","1","1","1","1","1","5","885.96","3","NA","2","2","2","2","1","2","6","1","1","NA","911.54","571","0","1","1",,"3",1.8,,,,,,"2","107","1","1","1","2","1","4","4","4","4","4","4","NA","3","NA"
"2012","SE",80413,"4","2012","14",30739,18273,0,0,,,,,,,,,0,0,0,0,0,,850,,0,2225,0,,10241,,"3","3","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","4","2","5","2","1","NA","911.54","952.73","0","1","1",,"3",1.6,,,,,,"2","170","1","1","1","2","1","4","4","4","3","NA","3","NA","3","NA"
"2012","SE",80414,"3","2012","27",97446,84331,0,0,,,,,,,,,0,377,0,0,0,,15326,,0,154,0,,12961,,"3","3","3","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","2","4","2","1","NA","911.54","335","NA","1","1",,"3",1.8,,,,,,"2","200","1","1","1","2","1","4","4","4","3","3","3","NA","3","NA"
"2012","SE",80423,"4","2012","22",69663,40365,0,0,,,,,,,,,0,5206,0,0,0,,380,,0,784,4097,,24416,,"3","3","1","1","1","1","1","1","1","1","1","6","1107.44","3","NA","2","2","2","2","1","2","3","2","1","NA","930.7","669.34","NA","1","1",,"3",2,,,,,,"2","97","1","1","1","1","1","4","4","4","3","4","3","NA","3","NA"
"2012","SE",80424,"1","2012","13",39529,33978,0,0,,,,,,,,,0,14896,0,0,0,,26,,0,0,0,,5551,,"3","3","NA","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","2","1","3","6","2","1","NA","NA","952.73","0","1","1",,"3",1.8,,,,,,"2","97","1","1","2","1","1","3","4","4","1","3","3","NA","3","NA"
"2012","SE",80435,"1","2012","25",21050,7690,0,0,,,,,,,,,0,984,0,0,0,,0,,0,686,0,,12674,,"3","3","NA","1","1","1","1","1","1","1","3","5","3322.33","3","1","2","2","2","1","1","1","4","2","1","NA","930.7","623.16","NA","1","1",,"3",1.8,,,,,,"2","162","1","1","1","1","1","3","4","4","3","3","3","NA","3","NA"
"2012","SE",80437,"4","2012","23",55668,48248,0,0,,,,,,,,,0,0,0,0,0,,837,,0,87,0,,7332,,"3","3","NA","1","1","1","1","1","1","1","1","2","NA","3","NA","2","2","2","2","4","3","3","2","1","653.39","930.7","754.28","NA","1","1",,"3",1.8,,,,,,"2","79","1","1","1","1","1","4","4","4","4","4","3","NA","3","NA"
"2012","SE",80443,"2","2012","33",75377,62405,0,0,,,,,,,,,0,4584,0,0,5557,,210,,509,239,0,,12733,,"3","3","NA","1","1","1","1","1","1","1","1","4","NA","2","NA","2","2","1","2","1","2","6","2","1","NA","1183.75","554.61","0","1","1",,"3",2,,,,,,"2","85","1","1","1","1","1","4","4","3","4","NA","4","NA","3","NA"
"2012","SE",80448,"3","2012","37",100125,87743,0,0,,,,,,,,,0,0,0,0,0,,2382,,0,0,0,,12383,,"3","3","3","1","1","1","1","1","1","1","1","4","2768.61","3","NA","2","2","2","2","1","2","6","2","1","NA","1050.19","707.77","0","1","1",,"3",2,,,,,,"2","107","1","1","1","1","1","4","4","4","3","4","4","NA","3","NA"
"2012","SE",80478,"2","2012","58",67117,53580,0,0,,,,,,,,,0,4682,0,0,0,,84,,74,1050,0,,12487,,"3","3","3","1","1","1","1","1","1","1","1","4","NA","3","NA","2","2","2","2","4","2","5","2","1","NA","1050.19","833.02","0","1","1",,"3",2,,,,,,"2","34","1","1","1","1","1","4","3","4","4","4","3","NA","3","NA"
"2012","SE",80488,"1","2012","12",89748,73747,0,0,,,,,,,,,0,1367,0,0,0,,349,,49,398,0,,15603,,"3","3","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","NA","1","2","6","2","1","NA","634.68","785.18","NA","1","1",,"3",2,,,,,,"2","140","1","1","1","1","1","4","3","4","4","NA","NA","NA","3","NA"
"2012","SE",80494,"4","2012","33",91252,77154,0,0,,,,,,,,,0,1272,0,0,0,,78,,0,0,0,,14098,,"3","3","NA","1","1","1","1","1","1","1","1","5","885.96","3","NA","2","2","2","1","2","2","6","2","1","NA","1183.75","1331.26","0","1","1",,"3",2,,,,,,"2","360","1","1","1","1","1","4","4","4","3","1","4","NA","3","NA"
"2012","SE",80500,"2","2012","11",77460,61119,0,0,,,,,,,,,0,3394,0,0,0,,27,,0,0,0,,16341,,"3","3","NA","1","1","1","1","1","1","1","1","6","4983.5","3","NA","2","2","2","2","1","2","5","2","1","NA","930.7","2078.56","NA","1","1",,"3",2,,,,,,"1","200","1","1","1","1","1","4","4","NA","4","4","4","NA","3","NA"
"2012","SE",80509,"3","2012","13",30385,10094,0,0,,,,,,,,,0,0,0,0,0,,1,,0,2882,0,,17410,,"3","3","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","1","1","2","4","2","1","NA","777.09","569.45","NA","1","1",,"3",1.8,,,,,,"2","140","1","1","2","1","1","4","3","3","4","3","3","NA","3","NA"
"2012","SE",80523,"1","2012","12",29467,15264,0,0,,,,,,,,,0,895,0,0,0,,272,,0,510,0,,13693,,"1","3","3","1","1","1","1","1","1","1","1","2","1882.66","3","NA","2","2","2","1","1","2","3","2","1","NA","930.7","367.34","110.74","1","1",,"3",1.8,,,,,,"2","87","1","2","1","1","1","4","3","4","3","4","3","NA","3","NA"
"2012","SE",80569,"1","2012","34",83724,66895,0,0,,,,,,,,,0,2979,0,0,0,,53,,47,822,0,,16006,,"3","3","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","2","6","2","1","NA","911.54","669.34","0","1","1",,"3",1.8,,,,,,"2","156","1","1","1","1","1","1","3","4","4","2","3","NA","3","NA"
"2012","SE",80574,"3","2012","14",74808,60964,0,0,,,,,,,,,0,0,0,0,0,,1390,,0,187,0,,13657,,"3","3","3","1","1","1","1","1","1","1","1","4","NA","NA","NA","2","2","2","2","1","2","5","2","1","NA","1050.19","900.35","0","1","1",,"3",2,,,,,,"2","100","1","1","1","2","1","3","4","3","4","NA","4","NA","3","NA"
"2012","SE",80585,"3","2012","13",52138,36601,0,0,,,,,,,,,0,0,0,0,0,,1557,,0,286,0,,15251,,"3","3","NA","1","1","1","1","1","1","1","1","4","NA","3","NA","2","2","2","2","1","2","6","2","1","NA","777.09","952.73","NA","1","1",,"3",1.6,,,,,,"2","360","1","1","1","1","1","3","4","4","NA","4","4","NA","3","NA"
"2012","SE",80608,"2","2012","13",66683,60251,0,0,,,,,,,,,0,2913,0,0,0,,20,,0,295,0,,6137,,"3","3","NA","1","1","2","1","1","1","1","1","6","NA","3","1","2","2","2","2","4","2","1","2","1","NA","NA","674.43","387.61","1","1",,"3",2,,,,,,"2","NA","1","1","1","NA","1","4","4","3","NA","1","4","NA","3","NA"
"2012","SE",80621,"3","2012","11",34315,-5843,0,0,,,,,,,,,0,0,0,0,0,,1387,,0,3711,0,,36447,,"NA","3","NA","1","1","1","1","1","1","1","1","6","885.96","NA","NA","2","2","2","2","1","2","5","2","1","NA","1050.19","462.25","NA","1","1",,"3",1.8,,,,,,"2","250","1","1","NA","1","1","4","3","4","3","3","4","NA","3","NA"
"2012","SE",80628,"3","2012","11",80477,67146,0,0,,,,,,,,,0,0,0,0,0,,2765,,0,1726,0,,11605,,"3","3","NA","1","1","1","1","1","1","1","1","6","2214.89","2","NA","2","2","2","2","1","2","5","2","1","NA","930.7","707.77","0","1","1",,"3",2,,,,,,"2","97","1","1","2","1","1","4","4","4","3","3","4","NA","3","NA"
"2012","SE",80657,"1","2012","18",64107,36437,0,0,,,,,,,,,0,2913,0,0,0,,0,,0,325,0,,27345,,"3","3","NA","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","2","6","1","1","NA","930.7","1090.17","138.43","1","1",,"3",1.8,,,,,,"2","200","1","1","1","1","1","4","4","4","4","NA","3","NA","3","NA"
"2012","SE",80671,"3","2012","19",50851,42333,0,0,,,,,,,,,0,22174,0,558,0,,1,,0,390,0,,8128,,"3","3","NA","1","1","1","3","1","1","1","1","6","664.47","2","NA","2","2","2","2","1","1","6","2","1","NA","1183.75","833.02","0","1","1",,"3",1.8,,,,,,"1","200","1","1","1","1","1","4","4","3","3","3","3","NA","3","NA"
"2012","SE",80693,"2","2012","10",83288,69074,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,14213,,"3","3","NA","1","1","1","1","1","1","1","1","6","5537.22","3","NA","2","2","2","2","1","2","3","2","1","NA","1050.19","447.74","0","1","1",,"3",1.8,,,,,,"2","200","1","1","1","1","1","4","4","3","3","4","3","NA","3","NA"
"2012","SE",80694,"1","2012","14",65667,48229,0,0,,,,,,,,,0,15212,0,0,0,,26,,0,486,1851,,15101,,"3","3","3","1","1","1","1","1","1","1","1","6","NA","NA","NA","2","2","2","2","1","2","6","2","1","NA","930.7","952.73","NA","1","1",,"3",2,,,,,,"2","140","1","1","1","1","1","4","4","4","4","NA","3","NA","3","NA"
"2012","SE",80709,"4","2012","26",105625,94792,0,0,,,,,,,,,0,806,0,0,977,,691,,5,0,0,,10832,,"3","3","NA","1","1","1","1","3","1","1","1","4","NA","3","NA","2","1","2","2","2","3","6","2","1","NA","NA","707.66","NA","1","1",,"3",1.8,,,,,,"2","90","1","1","1","1","1","4","2","3","2","2","3","NA","3","NA"
"2012","SE",80712,"2","2012","13",102351,94021,0,0,,,,,,,,,0,1118,0,0,0,,7450,,116,381,0,,7948,,"3","3","NA","1","1","1","1","1","1","1","1","5","2768.61","3","3","2","2","2","2","1","2","4","2","1","NA","930.7","569.45","775.21","1","1",,"3",2,,,,,,"2","NA","1","1","1","1","1","4","3","3","4","NA","3","NA","3","NA"
"2012","SE",80723,"3","2012","13",28683,11699,0,0,,,,,,,,,0,819,0,0,0,,1724,,666,1983,0,,15001,,"NA","3","3","1","1","1","1","1","1","1","1","4","NA","3","NA","2","2","2","2","1","2","4","2","1","664.47","930.7","361.91","0","1","1",,"3",1.8,,,,,,"2","54","1","1","1","1","1","4","4","4","NA","3","3","NA","3","NA"
"2012","SE",80730,"2","2012","18",49130,41461,0,0,,,,,,,,,0,2941,0,0,0,,19592,,306,314,0,,7356,,"3","3","NA","1","1","1","3","1","1","1","1","5","NA","3","NA","2","2","2","2","1","3","6","2","1","NA","1050.19","2078.56","0","1","1",,"3",1.8,,,,,,"2","200","1","1","1","1","1","4","4","4","3","NA","3","NA","3","NA"
"2012","SE",80735,"2","2012","13",53835,27239,0,0,,,,,,,,,0,0,0,0,0,,4753,,0,742,2824,,23030,,"3","3","NA","1","1","1","1","1","1","1","1","6","1661.17","3","NA","2","2","2","2","1","2","4","2","1","NA","930.7","1659.51","0","1","1",,"3",1.8,,,,,,"2","156","1","1","1","1","1","1","3","4","3","NA","4","NA","3","NA"
"2012","SE",80746,"3","2012","14",90959,71316,0,0,,,,,,,,,0,1768,0,0,0,,106,,0,2305,0,,17337,,"3","3","NA","1","1","1","1","1","1","1","1","5","NA","3","NA","2","2","2","2","1","1","6","2","1","NA","1183.75","856.61","0","1","1",,"4",2.1,,,,,,"2","250","1","1","1","1","1","3","4","3","NA","1","3","NA","3","NA"
"2012","SE",80750,"2","2012","10",71849,55601,0,0,,,,,,,,,0,3829,0,0,5055,,0,,0,1756,0,,14492,,"3","3","3","1","1","1","1","1","1","1","1","4","5537.22","NA","NA","2","2","2","2","1","2","4","2","1","NA","930.7","952.73","NA","1","1",,"4",2.1,,,,,,"2","250","1","1","2","1","1","4","4","4","4","4","3","NA","3","NA"
"2012","SE",80770,"4","2012","29",20971,10397,0,0,,,,,,,,,0,1576,0,0,0,,97,,0,1037,0,,9537,,"3","3","NA","1","1","1","1","1","1","1","1","4","4429.78","3","NA","2","2","2","1","4","2","6","2","1","442.98","NA","512.3","NA","1","1",,"4",2.3,,,,,,"2","85","1","2","1","1","1","3","3","4","3","4","4","NA","3","NA"
"2012","SE",80773,"4","2012","25",40457,40215,0,0,,,,,,,,,0,17314,0,0,0,,81,,0,28,0,,213,,"3","3","3","1","1","2","1","1","1","1","1","5","NA","NA","NA","2","2","2","1","1","1","4","2","1","NA","634.23","361.91","0","1","1",,"4",2.3,,,,,,"2","90","1","1","1","1","1","3","3","4","4","2","3","NA","3","NA"
"2012","SE",80802,"2","2012","73",42510,34875,0,0,,,,,,,,,0,1838,0,0,0,,1506,,53,1394,0,,6241,,"3","3","3","1","1","1","1","1","1","1","1","6","2768.61","3","3","2","2","2","1","1","3","2","2","1","NA","930.7","785.18","NA","1","1",,"4",2.1,,,,,,"2","150","1","1","1","1","1","4","3","4","4","NA","3","NA","3","NA"
"2012","SE",80859,"3","2012","11",67938,53553,0,0,,,,,,,,,0,1511,0,0,0,,0,,3,817,0,,13568,,"3","3","NA","2","1","1","1","1","3","1","3","4","NA","2","NA","1","2","2","2","4","1","2","2","1","919.18","634.68","433.12","0","1","1",,"4",2.3,,,,,,"2","NA","1","1","1","2","1","3","3","2","3","3","4","NA","3","NA"
